r_square,axis,movement,sourceSessionIndex,targetSessionIndex,normalizedMethod,model
0.73468983,x,velocity,3,17,None,DeepDomainConfusionModel
0.8267033,y,velocity,3,17,None,DeepDomainConfusionModel
0.6191869,x,velocity,3,18,None,DeepDomainConfusionModel
0.7813081,y,velocity,3,18,None,DeepDomainConfusionModel
0.65687716,x,velocity,3,19,None,DeepDomainConfusionModel
0.8005358,y,velocity,3,19,None,DeepDomainConfusionModel
0.7159381,x,velocity,3,20,None,DeepDomainConfusionModel
0.8082622,y,velocity,3,20,None,DeepDomainConfusionModel
0.7121153,x,velocity,3,21,None,DeepDomainConfusionModel
0.7552867,y,velocity,3,21,None,DeepDomainConfusionModel
0.66902864,x,velocity,3,22,None,DeepDomainConfusionModel
0.79828274,y,velocity,3,22,None,DeepDomainConfusionModel
0.71054125,x,velocity,3,23,None,DeepDomainConfusionModel
0.7687175,y,velocity,3,23,None,DeepDomainConfusionModel
0.7656406,x,velocity,3,24,None,DeepDomainConfusionModel
0.8226671,y,velocity,3,24,None,DeepDomainConfusionModel
0.70175266,x,velocity,3,25,None,DeepDomainConfusionModel
0.8167462,y,velocity,3,25,None,DeepDomainConfusionModel
0.7655389,x,velocity,3,26,None,DeepDomainConfusionModel
0.83090353,y,velocity,3,26,None,DeepDomainConfusionModel
0.76265055,x,velocity,3,27,None,DeepDomainConfusionModel
0.845659,y,velocity,3,27,None,DeepDomainConfusionModel
0.70343655,x,velocity,3,28,None,DeepDomainConfusionModel
0.7748542,y,velocity,3,28,None,DeepDomainConfusionModel
0.5529301,x,velocity,3,29,None,DeepDomainConfusionModel
0.68615174,y,velocity,3,29,None,DeepDomainConfusionModel
0.7231328,x,velocity,3,30,None,DeepDomainConfusionModel
0.84098387,y,velocity,3,30,None,DeepDomainConfusionModel
0.7156,x,velocity,3,31,None,DeepDomainConfusionModel
0.8459916,y,velocity,3,31,None,DeepDomainConfusionModel
0.6228809,x,velocity,3,32,None,DeepDomainConfusionModel
0.75702953,y,velocity,3,32,None,DeepDomainConfusionModel
0.74337703,x,velocity,3,33,None,DeepDomainConfusionModel
0.78232276,y,velocity,3,33,None,DeepDomainConfusionModel
0.78200203,x,velocity,3,34,None,DeepDomainConfusionModel
0.84344506,y,velocity,3,34,None,DeepDomainConfusionModel
0.7296518,x,velocity,3,35,None,DeepDomainConfusionModel
0.7788122,y,velocity,3,35,None,DeepDomainConfusionModel
0.72071326,x,velocity,3,36,None,DeepDomainConfusionModel
0.7449709,y,velocity,3,36,None,DeepDomainConfusionModel
0.70107424,x,velocity,4,0,None,DeepDomainConfusionModel
0.7119523,y,velocity,4,0,None,DeepDomainConfusionModel
0.7624525,x,velocity,4,1,None,DeepDomainConfusionModel
0.7620858,y,velocity,4,1,None,DeepDomainConfusionModel
0.73835194,x,velocity,4,2,None,DeepDomainConfusionModel
0.78667617,y,velocity,4,2,None,DeepDomainConfusionModel
0.70406145,x,velocity,4,3,None,DeepDomainConfusionModel
0.7543375,y,velocity,4,3,None,DeepDomainConfusionModel
0.7300676,x,velocity,4,5,None,DeepDomainConfusionModel
0.75333,y,velocity,4,5,None,DeepDomainConfusionModel
0.75790477,x,velocity,4,6,None,DeepDomainConfusionModel
0.7354187,y,velocity,4,6,None,DeepDomainConfusionModel
0.62483615,x,velocity,4,7,None,DeepDomainConfusionModel
0.5592197,y,velocity,4,7,None,DeepDomainConfusionModel
0.6211662,x,velocity,4,8,None,DeepDomainConfusionModel
0.7522275,y,velocity,4,8,None,DeepDomainConfusionModel
0.6225039,x,velocity,4,9,None,DeepDomainConfusionModel
0.79217666,y,velocity,4,9,None,DeepDomainConfusionModel
0.5268945,x,velocity,4,10,None,DeepDomainConfusionModel
0.70619595,y,velocity,4,10,None,DeepDomainConfusionModel
0.7350158,x,velocity,4,11,None,DeepDomainConfusionModel
0.8010623,y,velocity,4,11,None,DeepDomainConfusionModel
0.71735835,x,velocity,4,12,None,DeepDomainConfusionModel
0.829601,y,velocity,4,12,None,DeepDomainConfusionModel
0.71972966,x,velocity,4,13,None,DeepDomainConfusionModel
0.83234245,y,velocity,4,13,None,DeepDomainConfusionModel
0.77197766,x,velocity,4,14,None,DeepDomainConfusionModel
0.82799095,y,velocity,4,14,None,DeepDomainConfusionModel
0.6747086,x,velocity,4,15,None,DeepDomainConfusionModel
0.7262454,y,velocity,4,15,None,DeepDomainConfusionModel
0.72070444,x,velocity,4,16,None,DeepDomainConfusionModel
0.7583376,y,velocity,4,16,None,DeepDomainConfusionModel
0.72376263,x,velocity,4,17,None,DeepDomainConfusionModel
0.82790256,y,velocity,4,17,None,DeepDomainConfusionModel
